"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Locus10000v1rpkm3.08",12.5354425087655,0.540465837488391,0.73390893401654,0.736420845200136,0.461474622673469,0.655070386048846
"Locus10002v1rpkm3.08",2.07951038130791,-1.17075168884865,1.54406087016242,-0.758228973657948,0.448313918889975,NA
"Locus10004v1rpkm3.08",16.548920431485,-0.52996249649956,0.603429572553569,-0.878250786180211,0.37980763677217,0.584075613399553
"Locus10005v1rpkm3.08",17.5228757156542,0.947442805629043,0.546824463419431,1.73262695619806,0.0831619948759069,0.214007410691725
"Locus10006v1rpkm3.08",23.2977456344669,0.287782701630336,0.479920091419973,0.599647122042448,0.548741435628018,0.726583424307332
"Locus10007v1rpkm3.07",10.2230005067724,-1.63604535516619,0.724997381072556,-2.25662243461602,0.0240316773000427,0.0867462597408219
"Locus10008v1rpkm3.07",22.4577513632978,-1.88842255203278,0.563673474486544,-3.35020652471355,0.000807513284192925,0.00577822198420288
"Locus10009v1rpkm3.07",3.65925189865381,-0.233561794593459,1.20927517065063,-0.193141974847458,0.846847780323322,0.922099159099286
"Locus10009v2rpkm1.98",7.99143329578348,0.909929065823833,0.744476823672792,1.22223961430364,0.221617027295857,0.415733570788622
"Locus1000v1rpkm124.69",359.627505599501,0.974317821087018,0.282482728158429,3.44912351788311,0.000562409377971901,0.00430517617197161
"Locus10010v1rpkm3.07",21.0616509479626,-1.11239543363241,0.500817865048246,-2.22115765284301,0.0263402852826437,0.0927033049588485
"Locus10011v1rpkm3.07",12.3074091451511,-0.929795701154877,0.616198359647618,-1.5089227139238,0.131318534497651,0.293352741621334
"Locus10012v1rpkm3.07",15.7793471689344,0.646005084807951,0.552647541273227,1.16892781847838,0.242432714389681,0.440826246033248
"Locus10013v1rpkm3.07",15.1311748590743,-0.72776870669857,0.645786666422164,-1.126949106476,0.259763999387548,0.460282342558427
"Locus10014v1rpkm3.07",2.34719186743256,2.34154106371689,1.45884785504907,1.60506186824954,0.108480189923855,0.256672160245367
"Locus10015v1rpkm3.07",89.6703452910626,-0.488684896494679,0.309193302431643,-1.58051578948001,0.113988793855997,0.265946552241123
"Locus10016v1rpkm3.07",22.3513623745193,1.03655404249407,0.55982906171299,1.85155454295705,0.0640898156686048,0.178234007955269
"Locus10017v1rpkm3.07",61.4713027603418,-0.114416608499094,0.335438959751372,-0.341095168503681,0.733031938343083,0.854840187009505
"Locus10018v1rpkm3.07",13.2045721016444,-0.103273143838554,0.618492383326432,-0.166975611377978,0.867389238801696,0.933633763006121
"Locus10019v1rpkm3.07",61.3992197878423,6.16551312554223,0.582508303363898,10.5844210115758,3.51949861778041e-26,4.68381799658055e-24
"Locus1001v1rpkm123.92",665.125637408748,0.71660463007099,0.224302080447316,3.19481936432286,0.00139918384176547,0.00903985230994993
"Locus10020v1rpkm3.07",29.5179284905,0.0150557394775733,0.431932737830305,0.0348566759565429,0.972194027180579,0.986965686569366
"Locus10021v1rpkm3.07",7.87775446007945,-0.0315544664371333,0.735316262009122,-0.0429127819788947,0.965771059591629,0.984384388444327
"Locus10022v1rpkm3.07",8.54806839942447,0.827653293017539,0.742223208814077,1.11510025985305,0.264807460173219,0.465870542101613
"Locus10023v1rpkm3.07",9.84028496844312,-1.22276016527541,0.722118438066148,-1.69329586507996,0.0903991648039607,0.22627181331505
"Locus10024v1rpkm3.07",39.4035519545991,1.24494086924386,0.402995056557765,3.0892211926312,0.00200681966828732,0.0121713575399002
"Locus10025v1rpkm3.06",7.23386975103829,2.45574785771464,1.02676902525655,2.39172374439427,0.0167694592318951,0.0660045915367392
"Locus10026v1rpkm3.06",30.894062334665,0.750219236124426,0.401527254543518,1.86841423000619,0.0617043551184759,0.173597627742779
"Locus10028v1rpkm3.06",12.7749639985606,0.830607826513968,0.612156131585375,1.35685617386996,0.174826914563985,0.355878859686669
"Locus1002v1rpkm123.72",369.253881495262,-0.228481213466372,0.207738364534302,-1.09985083390144,0.271397119543497,0.47304386826712
"Locus10030v1rpkm3.06",17.8852198615855,1.71885178439036,0.557610474285019,3.08253137926491,0.00205248089782873,0.0124065822252968
"Locus10031v1rpkm3.06",44.0309925668319,0.234848246851332,0.376938422878328,0.623041411002929,0.533257309300924,0.713603968257924
"Locus10032v1rpkm3.06",16.5755001408227,0.694671950673036,0.642696053902476,1.08087166002492,0.279754206564578,0.482431152180828
"Locus10033v1rpkm3.06",34.9236147283727,-0.529929915984972,0.409383396614685,-1.29445874055256,0.19550701207224,0.384338521371218
"Locus10035v1rpkm3.06",3.13691924779649,0.498117648829183,1.26187906300877,0.394742779582613,0.693032727725447,0.829982987928772
"Locus10036v1rpkm3.06",22.4854780116446,-1.1547092654776,0.516864730070833,-2.23406473357033,0.0254788140444502,0.0904802066055424
"Locus10037v1rpkm3.06",14.0079027765939,0.776847198408606,0.625631993849619,1.24169992271101,0.214347298499079,0.406891469476329
"Locus10038v1rpkm3.05",10.9682371678939,-3.03684088391763,0.875139829118677,-3.47012075427527,0.000520224425451901,0.0040336025652517
"Locus10039v1rpkm3.05",27.7914267493018,0.519787377681411,0.421545479086918,1.23305171913429,0.217556468900107,0.410965308791406
"Locus1003v1rpkm123.70",939.239006426522,0.092788698219886,0.188801511975712,0.491461626810608,0.623099986196522,0.782176378212513
"Locus10040v1rpkm3.05",14.7057416114192,0.181696794021099,0.576220263885621,0.315325241767557,0.752514721688429,0.866021336924676
"Locus10041v1rpkm3.05",22.1048001315117,-0.866402189426203,0.613643092169601,-1.41189919756604,0.157979644058428,0.332205349168843
"Locus10042v1rpkm3.05",29.196564353449,-1.21474575254045,0.562317323980038,-2.16024956147993,0.0307533552936184,0.104088279455324
"Locus10043v1rpkm3.05",11.4064988630868,-0.753182123185358,0.70867755889972,-1.06279945474037,0.287872906865614,0.491150993223358
"Locus10044v1rpkm3.05",9.5844714433651,-0.177447342640894,0.738360631638424,-0.240326115772367,0.81007745071865,0.900542108173091
"Locus10045v1rpkm3.05",38.9974530101596,-1.47856214024973,0.47851751180535,-3.08988094222802,0.00200236743306382,0.0121607866673165
"Locus10046v1rpkm3.05",15.8081460117842,-0.382657136857876,0.588405937400957,-0.650328476541395,0.515480066577596,0.698433978215292
"Locus10048v1rpkm3.05",43.6592942115184,-1.15492500387945,0.364565496061164,-3.16794928855716,0.00153518296291343,0.00977076855580651
"Locus10049v1rpkm3.04",26.1080791633047,-0.392398498694495,0.441938396916789,-0.887903158974391,0.374592845342132,0.579284296416065
"Locus1004v1rpkm123.58",738.304555684472,-0.298844016017621,0.242677924090171,-1.23144293877584,0.218157245765256,0.411525623590647
"Locus1004v2rpkm73.82",279.029880918486,-0.123693406652916,0.30113920887622,-0.410751582680019,0.681254699044545,0.822429273082552
"Locus10050v1rpkm3.04",5.60650935899699,0.55276336390929,0.888616103127435,0.62204968148098,0.533909200421151,0.714107404072643
"Locus10051v1rpkm3.04",16.7432694998741,-0.473891517457727,0.575945597368344,-0.822806042138475,0.410618300149442,0.610838486587749
"Locus10051v2rpkm2.34",27.0970544556493,0.773212977126832,0.53210321184092,1.45312593481957,0.146188791467594,0.315335794889713
"Locus10051v5rpkm1.07",20.6435940561416,1.19552367781379,0.525294084768137,2.27591307894032,0.0228512125338499,0.0835425099526204
"Locus10051v6rpkm0.00_PRE",2.82104960551293,1.00399198228951,1.54000293046084,0.65194160506504,0.514438843935488,0.698130146283566
"Locus10053v1rpkm3.04",75.3531420679383,-0.73852066782349,0.32313446553198,-2.28549024198844,0.0222840979523885,0.0820046723379375
"Locus10054v1rpkm3.04",27.5122755777231,-1.65731265260048,0.497681239024888,-3.3300685712961,0.000868245990988954,0.00612906169986811
"Locus10055v1rpkm3.04",61.8803187676289,-0.760690569300301,0.336463168721866,-2.26084350388175,0.0237689495999896,0.0861027812818901
"Locus10056v1rpkm3.04",21.9565209381677,-0.148679770659902,0.511838302493294,-0.290481915744964,0.771447583789266,0.877557273031778
"Locus10057v1rpkm3.04",3.21924124047006,-0.184781116392454,1.37738542423526,-0.134153529681096,0.893281171595653,0.946488652847403
"Locus10058v1rpkm3.04",14.6157171150004,-2.57791924835662,0.79118292897032,-3.25830999881612,0.00112077900300112,0.00753809771861065
"Locus10059v1rpkm3.04",8.92415611703748,0.525995985703669,0.741907686997766,0.708977673263079,0.478338332046326,0.66893205504773
"Locus1005v1rpkm123.47",230.596796277785,-0.0373471045868612,0.270477635564508,-0.138078346140948,0.890178499112482,0.944698222863603
"Locus10061v1rpkm3.04",7.11621033420276,0.702574763187662,0.77359987511161,0.908188827055199,0.363778466128284,0.569488582064282
"Locus10062v1rpkm3.04",10.5465088582361,-1.93717306341438,0.78100495512251,-2.48035950439074,0.0131249976525918,0.0542078819509406
"Locus10063v1rpkm3.04",6.49908697611533,2.78152146392194,0.937320902792013,2.96752313496539,0.00300209689093304,0.0167325935877751
"Locus10064v1rpkm3.04",10.7200962524278,-0.337910924361151,0.639150777828708,-0.528687339643214,0.597022361138913,0.762827973199921
